"","X","PrizeID","Alias","Prize.Name","Inst","Year","Genre","person_id","person_role","last_name","first_name","name","gender","sexuality","uk_residence","ethnicity_macro","ethnicity","highest_degree","degree_institution","degree_field_category","degree_field","viaf","book_id","book_title"
"107",107,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",1997,"fiction",350,"shortlisted","Madden","Deirdre","Madden, Deirdre","woman","unknown",TRUE,"White British","Northern Irish","Masters","University of East Anglia","Writing","Creative Writing","79077809",490,"One by One in the Darkness"
"108",108,3,"Costa First Novel Award","Whitbread First Novel Award","Whitbread",1997,"fiction",144,"winner","Melville","Pauline","Melville, Pauline","woman","unknown",TRUE,"Black British","British Guyanese","Unknown","unknown","Unknown","Unknown","39508096",216,"The Ventriloquist's Tale"
"109",109,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",1997,"fiction",385,"shortlisted","Mendelsohn","Jane","Mendelsohn, Jane","woman","unknown",FALSE,"Non-UK White","White American","Bachelors","Yale University","Unknown","Unknown","114984631",491,"I Was Amelia Earhart"
"110",110,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",1997,"fiction",383,"winner","Michaels","Anne","Michaels, Anne","woman","unknown",FALSE,"Jewish","Jewish Canadian","Bachelors","University of Toronto","Language and Literature","English Literature","98055768",489,"Fugitive Pieces"
"111",111,7,"Costa Children's Book Award","Whitbread Children's Book of the Year","Whitbread",1997,"children's",143,"winner","Norriss","Andrew","Norriss, Andrew","man","unknown",TRUE,"White British","Scottish","Bachelors","Trinity College, Dublin","Unknown","Unknown","9391250",242,"Aquila"
"112",112,8,"Booker Prize","Booker Prize","Booker Foundation",1997,"fiction",275,"shortlisted","Parks","Tim","Parks, Tim","man","unknown",TRUE,"White British","British","Unknown","University of Cambridge","Unknown","Unknown","112509861",255,"Europa"
"113",113,14,"TS Eliot Prize","TS Eliot Prize","TS Eliot Foundation",1997,"poetry",67,"winner","Paterson","Don","Paterson, Don","man","unknown",TRUE,"White British","Scottish","None","none","None","None","40326655",691,"God's Gift to Women"
"114",114,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",1997,"fiction",386,"shortlisted","Proulx","Annie","Proulx, Annie","woman","unknown",FALSE,"Non-UK White","White American","Masters","Sir George Williams University","History and Cultural Studies","History","113957087",492,"Accordion Crimes"
"115",115,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",1997,"crime",486,"winner","Rankin","Ian","Rankin, Ian","man","unknown",TRUE,"White British","Scottish","Bachelors","University of Edinburgh","Language and Literature","English Literature","76462000",620,"Black and Blue"
"116",116,5,"Costa Biography Award","Whitbread Biography Award","Whitbread",1997,"biography",145,"winner","Robb","Graham","Robb, Graham","man","unknown",TRUE,"White British","British","Doctorate","Vanderbilt University","Language and Literature","French","92567281",273,"Victor Hugo"
"117",117,8,"Booker Prize","Booker Prize","Booker Foundation",1997,"fiction",272,"winner","Roy","Arundhati","Roy, Arundhati","woman","unknown",FALSE,"Asian","Indian","Bachelors","School of Planning and Architecture, Delhi","Arts","Architecture","76457869",279,"The God of Small Things"
"118",118,12,"BSFA Award for Best Novel","BSFA Award for Best Novel","British Science Fiction Association",1997,"sff",507,"winner","Russell","Mary Doria","Russell, Mary Doria","woman","unknown",FALSE,"Non-UK White","White American","Doctorate","University of Michigan","Maths and Sciences","Biological Anthropology","35645591",653,"The Sparrow"
"119",119,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",1997,"fiction",387,"shortlisted","Scott","Manda","Scott, Manda","woman","queer",TRUE,"White British","Scottish","Masters","Schumacher College","Politics and Economics","Sustainable Economics","56758199",493,"Hen's Teeth"
"120",120,8,"Booker Prize","Booker Prize","Booker Foundation",1997,"fiction",276,"shortlisted","St John","Madeleine","St John, Madeleine","woman","unknown",TRUE,"Jewish","Jewish Australian","Doctorate","University of York","Language and Literature","Literature","20612445",314,"The Essence of the Thing"
"121",121,1,"James Tait Black Prize for Fiction","James Tait Black Prize for Fiction","The University of Edinburgh",1997,"fiction",26,"winner","Swift","Graham","Swift, Graham","man","unknown",TRUE,"White British","English","Bachelors","University of Oxford","Philosophy and Theology","Philosophy and Theology","4942037",318,"Last Orders"
"122",122,1,"James Tait Black Prize for Fiction","James Tait Black Prize for Fiction","The University of Edinburgh",1997,"fiction",27,"winner","Thompson","Alice","Thompson, Alice","woman","unknown",TRUE,"White British","Scottish","Doctorate","University of Oxford","Language and Literature","English Literature","42080551",326,"Justine"
"123",123,7,"Costa Children's Book Award","Whitbread Children's Book of the Year","Whitbread",1998,"children's",122,"winner","Almond","David","Almond, David","man","unknown",TRUE,"White British","British","Unknown","University of East Anglia","Language and Literature","English and American Literature","100114026",3,"Skellig"
"124",124,8,"Booker Prize","Booker Prize","Booker Foundation",1998,"fiction",24,"shortlisted","Bainbridge","Beryl","Bainbridge, Beryl","woman","unknown",TRUE,"White British","English","None","none","None","None","4142979",20,"Master Georgie"
"125",125,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",1998,"fiction",380,"shortlisted","Bakis","Kirsten","Bakis, Kirsten","woman","unknown",FALSE,"Non-UK White","White American","Bachelors","New York University","History and Cultural Studies","History","50048483",485,"Lives of the Monster Dogs"
"126",126,8,"Booker Prize","Booker Prize","Booker Foundation",1998,"fiction",226,"shortlisted","Barnes","Julian","Barnes, Julian","man","unknown",TRUE,"White British","English","Bachelors","University of Oxford","Language and Literature","Modern Languages","51710796",25,"England, England"
"127",127,8,"Booker Prize","Booker Prize","Booker Foundation",1998,"fiction",269,"shortlisted","Booth","Martin","Booth, Martin","man","unknown",TRUE,"White British","English","Certificate of Education","Trent Park College of Education","Unknown","Unknown","7459339",35,"The Industry of Souls"
"128",128,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",1998,"crime",462,"winner","Burke","James Lee","Burke, James Lee","man","unknown",FALSE,"Non-UK White","White American","Masters","University of Missouri","Language and Literature","English","110621918",619,"Sunset Limited"
"129",129,4,"Costa Novel Award","Whitbread Novel Award","Whitbread",1998,"fiction",141,"winner","Cartwright","Justin","Cartwright, Justin","man","unknown",TRUE,"Non-UK White","White South African","Bachelors","University of Oxford","Politics and Economics","Politics, Philosophy and Economics","54460956",51,"Leading the Cheers"
"130",130,3,"Costa First Novel Award","Whitbread First Novel Award","Whitbread",1998,"fiction",140,"winner","Foden","Giles","Foden, Giles","man","unknown",TRUE,"White British","English","Bachelors","University of Cambridge","Language and Literature","English Literature","85399230",101,"The Last King of Scotland"
"131",131,5,"Costa Biography Award","Whitbread Biography Award","Whitbread",1998,"biography",142,"winner","Foreman","Amanda","Foreman, Amanda","woman","unknown",TRUE,"White British","American British","Doctorate","University of Oxford","History and Cultural Studies","History","66197726",102,"Georgiana, Duchess of Devonshire"
"132",132,2,"Costa Book of the Year","Whitbread Book of the Year","Whitbread",1998,"no/any/multi genre",139,"winner","Hughes","Ted","Hughes, Ted","man","unknown",TRUE,"White British","English","Bachelors","University of Cambridge","History and Cultural Studies","Archaeology and Anthropology","108232871",146,"Birthday Letters"
"133",133,6,"Costa Poetry Award","Whitbread Poetry Award","Whitbread",1998,"poetry",139,"winner","Hughes","Ted","Hughes, Ted","man","unknown",TRUE,"White British","English","Bachelors","University of Cambridge","History and Cultural Studies","Archaeology and Anthropology","108232871",146,"Birthday Letters"
"134",134,14,"TS Eliot Prize","TS Eliot Prize","TS Eliot Foundation",1998,"poetry",139,"winner","Hughes","Ted","Hughes, Ted","man","unknown",TRUE,"White British","English","Bachelors","University of Cambridge","History and Cultural Studies","Archaeology and Anthropology","108232871",146,"Birthday Letters"
"135",135,8,"Booker Prize","Booker Prize","Booker Foundation",1998,"fiction",270,"shortlisted","McCabe","Patrick","McCabe, Patrick","man","unknown",FALSE,"Irish","Irish","Unknown","St Patrick's Training College","Unknown","Unknown","113858716",201,"Breakfast on Pluto"
"136",136,8,"Booker Prize","Booker Prize","Booker Foundation",1998,"fiction",17,"winner","McEwan","Ian","McEwan, Ian","man","unknown",TRUE,"White British","English","Masters","University of East Anglia","Writing","Creative Writing","109587997",208,"Amsterdam"
"137",137,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",1998,"fiction",144,"shortlisted","Melville","Pauline","Melville, Pauline","woman","unknown",TRUE,"Black British","British Guyanese","Unknown","unknown","Unknown","Unknown","39508096",216,"The Ventriloquist's Tale"
"138",138,1,"James Tait Black Prize for Fiction","James Tait Black Prize for Fiction","The University of Edinburgh",1998,"fiction",25,"winner","Miller","Andrew","Miller, Andrew","man","unknown",TRUE,"White British","English","Doctorate","Brown University","Language and Literature","Classics","84128518",218,"Ingenious Pain"
"139",139,8,"Booker Prize","Booker Prize","Booker Foundation",1998,"fiction",271,"shortlisted","Mills","Magnus","Mills, Magnus","man","unknown",TRUE,"White British","English","Bachelors","Wolverhampton Polytechnic","Politics and Economics","Economics","85324515",222,"The Restraint of Beasts"
"140",140,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",1998,"fiction",337,"shortlisted","Patchett","Ann","Patchett, Ann","woman","unknown",FALSE,"Non-UK White","White American","Masters","University of Iowa","Writing","Creative Writing","54362733",486,"The Magician's Assistant"
"141",141,12,"BSFA Award for Best Novel","BSFA Award for Best Novel","British Science Fiction Association",1998,"sff",28,"winner","Priest","Christopher","Priest, Christopher","man","unknown",TRUE,"White British","English","None","none","None","None","54152946",652,"The Extremes"
"142",142,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",1998,"fiction",381,"shortlisted","Purcell","Deirdre","Purcell, Deirdre","woman","unknown",FALSE,"Irish","Irish","None","none","None","None","54210400",487,"Love Like Hate Adore"
"143",143,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",1998,"fiction",261,"winner","Shields","Carol","Shields, Carol","woman","unknown",FALSE,"Non-UK White","White American Canadian","Masters","University of Ottawa","Language and Literature","English Literature","4944537",484,"Larry's Party"
"144",144,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",1998,"fiction",382,"shortlisted","Shreve","Anita","Shreve, Anita","woman","unknown",FALSE,"Non-UK White","White American","Bachelors","Tufts","Language and Literature","English Literature","32082253",488,"The Weight of Water"
"145",145,1,"James Tait Black Prize for Fiction","James Tait Black Prize for Fiction","The University of Edinburgh",1999,"fiction",24,"winner","Bainbridge","Beryl","Bainbridge, Beryl","woman","unknown",TRUE,"White British","English","None","none","None","None","4142979",20,"Master Georgie"
"146",146,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",1999,"non-fiction",708,"winner","Beevor","Antony","Beevor, Antony","man","unknown",TRUE,"White British","British","Unknown","unknown","Unknown","Unknown","59214433",882,"Stalingrad"
"147",147,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",1999,"fiction",375,"winner","Berne","Suzanne","Berne, Suzanne","woman","unknown",FALSE,"Non-UK White","White American","Masters","University of Iowa","Unknown","Unknown","40278906",478,"A Crime in the Neighborhood"
"148",148,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",1999,"fiction",376,"shortlisted","Blackburn","Julia","Blackburn, Julia","woman","unknown",TRUE,"White British","British","Unknown","unknown","Unknown","Unknown","56745497",479,"The Leper's Companions"
"149",149,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",1999,"fiction",377,"shortlisted","Bowering","Marilyn","Bowering, Marilyn","woman","unknown",FALSE,"Non-UK White","White Canadian","Masters","University of Victoria","Language and Literature","English Literature","18108018",480,"Visible Worlds"
"150",150,5,"Costa Biography Award","Whitbread Biography Award","Whitbread",1999,"biography",138,"winner","Cairns","David","Cairns, David","man","unknown",TRUE,"White British","British","Unknown","unknown","Unknown","Unknown","59135877",46,"Berlioz, Volume 2"
"151",151,8,"Booker Prize","Booker Prize","Booker Foundation",1999,"fiction",233,"winner","Coetzee","JM","Coetzee, JM","man","unknown",FALSE,"Non-UK White","White South African","Doctorate","University of Texas, Austin","Language and Literature","English Literature","101839018",55,"Disgrace"
"152",152,8,"Booker Prize","Booker Prize","Booker Foundation",1999,"fiction",267,"shortlisted","Desai","Anita","Desai, Anita","woman","unknown",FALSE,"Asian","German Indian","Unknown","unknown","Unknown","Unknown","54161277",70,"Fasting, Feasting"
